,file,label,block_1_mean,block_2_mean,block_3_mean,block_4_mean,block_5_mean,block_6_mean,block_7_mean,block_8_mean,block_9_mean,block_10_mean,block_11_mean,block_12_mean,block_13_mean,block_14_mean,block_15_mean,block_16_mean,block_17_mean,block_18_mean,block_19_mean,block_20_mean,block_21_mean,block_22_mean,block_23_mean,block_24_mean,block_25_mean,block_26_mean,block_27_mean,block_28_mean,block_29_mean,block_30_mean,block_31_mean,block_32_mean,block_33_mean,block_34_mean,block_35_mean,block_36_mean,block_37_mean,block_38_mean,block_39_mean,block_40_mean,block_41_mean,block_42_mean,block_43_mean,block_44_mean,block_45_mean,block_46_mean,block_47_mean,block_48_mean,block_49_mean,block_50_mean,block_51_mean,block_52_mean,block_53_mean,block_54_mean,block_55_mean,block_56_mean,block_57_mean,block_58_mean,block_59_mean,block_60_mean,block_61_mean,block_62_mean,block_63_mean,block_64_mean,centered_block_1_mean,centered_block_2_mean,centered_block_3_mean,centered_block_4_mean,centered_block_5_mean,centered_block_6_mean,centered_block_7_mean,centered_block_8_mean,centered_block_9_mean,centered_block_10_mean
387,I059_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.567643,9.444832,0.0,0.0,1.141192,1.701484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07031,0.585568,0.0,0.0,5.695151,5.658153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.810359375,54.053333984375,20.754822337962963,8.755940673828125,4.483041625,2.5943527922453704,1.6337615251457727,1.0944925842285156,0.7686971236282579,0.560380203125
388,I059_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.699965,15.589512,0.0,0.0,0.004623,2.415211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.66918,2.796666,0.0,0.0,11.245854,14.676565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.3809375,72.14656640625,33.088002314814815,17.458890869140625,9.137197,5.28772974537037,3.3298822886297375,2.230760986328125,1.5667347393689985,1.142149625
389,I059_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.501032,62.355843,0.0,0.0,41.116152,16.84422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.41641,62.252995,0.0,0.0,41.414097,12.840044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.852578125,431.804833984375,177.53519212962962,79.77070141601563,40.842599125,23.635763382523148,14.88432912718659,9.971337677001953,7.003189150377229,5.105324890625
390,I059_8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.15884,39.007848,0.0,0.0,51.478769,46.419701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.347325,53.018009,0.0,0.0,6.711329,34.483922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.514125,473.5858828125,158.34823090277777,66.80315991210938,34.203217875,19.79352886284722,12.464729546282799,8.350394989013672,5.864749292695473,4.275402234375
391,I060_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.541204,38.258483,0.0,0.0,35.51706,37.14936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.095694,37.797653,0.0,0.0,36.274478,36.822618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.22390625,577.28625390625,173.29661458333334,73.10950927734375,37.43206875,21.662076822916667,13.641424471574345,9.138688659667968,6.41839313271605,4.67900859375
392,I060_2,2.0,0.0,0.0,0.0,0.0,0.0,33.739404,10.142423,0.0,0.0,12.435809,2.458282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833385,99.899779,119.045575,6.467324,0.19797,86.509311,89.528039,0.136398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.511055,104.397196,114.771011,0.0,1.223329,105.49168,102.520621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.715794,41.888789,0.0,0.0,4.722886,5.791728,0.0,0.0,0.0,0.0,0.0,585.841765625,280.524462890625,190.64482754629628,139.25854174804687,102.7704015,66.12936668113426,43.47205266034985,29.279412475585936,20.563867198216734,14.9910591875
393,I060_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.894709,10.762006,0.0,0.0,41.790455,43.247634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.718456,9.804589,0.0,0.0,43.371232,42.925637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791.867578125,323.7771640625,124.71916550925926,52.61589794921875,26.93933975,15.589895688657407,9.817543640670554,6.5769872436523436,4.619228352194788,3.36741746875
394,I060_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491044,0.093743,1.255399,0.201504,0.101746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.493891,30.03533,3.715757,1.062773,23.249625,25.540354,0.5249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.016187,31.847695,7.683239,0.722994,24.425888,27.465618,0.423832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.839172,8.956547,1.439782,0.548517,10.229629,7.90213,0.312501,0.0,0.0,0.0,0.0,120.063109375,68.3001171875,48.55640393518519,36.044928466796875,25.1343235,17.23392853009259,11.518180530247813,7.79967642211914,5.477962041323731,3.993434328125
395,I060_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.439858,21.636503,0.0,0.0,39.117201,2.859395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.163801,41.307727,0.0,0.0,35.778643,3.493156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.606140625,267.084076171875,105.66200752314815,44.6279990234375,22.8495355,13.22311082175926,8.327090196793003,5.578499877929688,3.9179587620027436,2.8561919375
396,I060_6,0.0,0.0,0.0,0.0,0.0,0.0,17.112749,0.03382,0.0,0.0,13.518741,1.624183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.145557,0.0,0.0,0.0,39.488874,0.307127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.004522,18.237048,0.0,0.0,28.026973,30.987576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.251783,13.634528,0.0,0.0,24.399254,25.401746,0.0,0.0,0.0,0.0,0.0,151.10965625,94.606513671875,47.84541030092593,32.220046875,23.899709625,17.829641203703705,13.731162718658892,9.221633331298829,6.476647826646091,4.721476265625
397,I060_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.364293,15.770915,0.0,0.0,27.838965,36.110615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.421023,55.549146,0.0,0.0,25.34037,33.59753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.675140625,232.129044921875,108.81285011574074,60.62760278320312,31.249107125,18.083974030671296,11.38815857325073,7.629176544189453,5.35821452760631,3.906138390625
398,I060_8,0.0,0.0,0.0,0.0,0.0,0.0,3.484096,3.860351,0.0,0.0,31.163419,31.181243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.561351,14.540918,0.0,0.0,39.051562,38.080969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.461094,0.0,0.0,0.001677,36.990071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.727056,0.0,0.0,0.0,6.670809,0.0,0.0,0.0,0.0,0.0,103.1989375,70.674828125,44.67043981481481,31.399656005859374,23.33595525,17.43948068576389,13.018158527696793,8.721149169921874,6.125141803840878,4.465228375
399,I061_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.873656,39.787611,0.0,0.0,51.102037,55.395184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.932103,52.960717,0.0,0.0,5.530588,15.585893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.087484375,436.24978125,175.78352546296296,74.50385473632812,38.145973625,22.075216218171295,13.901593886661807,9.312981842041015,6.540804805384088,4.768246703125
400,I061_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.004695,1.870744,0.0,0.0,0.835337,21.053341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.673641,7.147234,0.0,0.0,2.654307,17.378383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.1053125,36.177859375,27.81870601851852,19.355516845703125,10.82721025,6.265746672453703,3.945776330174927,2.6433618774414063,1.8565175325788752,1.35340128125
401,I061_3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038733,59.502157,1.756237,0.0,0.0,3.409192,55.843594,0.188152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.462885,52.031,1.255854,0.0,0.0,2.962786,51.659075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.99978125,101.604451171875,66.55382060185185,47.43285546875,28.552486875,16.573326461226852,10.436846984329446,6.991872100830078,4.910615247770919,3.579838515625
402,I061_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.731148,6.99918,0.0,0.0,14.26005,14.528825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.115948,11.537849,0.0,0.0,12.298124,8.692191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.7858125,182.593787109375,54.492659143518516,22.989090576171876,11.770414375,6.8115823929398145,4.289509611880466,2.8736363220214844,2.0182466349451302,1.471301796875
403,I061_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.289926,24.413628,0.0,0.0,14.927709,51.117752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.909565,13.641475,0.0,0.0,20.891162,12.161965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0036875,296.369853515625,116.19446759259259,50.86747607421875,26.04414775,15.071844762731482,9.491307489067056,6.358434509277344,4.465731781550069,3.25551846875
404,I061_6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.698354,33.474843,0.0,0.0,5.92401,32.620733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.316525,29.5047,0.0,0.0,18.837625,9.534926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932.5100625,290.6778125,106.91014756944445,46.1210244140625,23.6139645,13.665488715277778,8.60567219387755,5.765128051757812,4.0490336934156375,2.9517455625
405,I061_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.73251,16.294504,0.0,0.0,14.743791,9.072319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.759571,15.186426,0.0,0.0,15.726885,14.138803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876.946109375,211.967923828125,62.87894039351852,26.527052978515623,13.581851125,7.859867549189815,4.949654200072886,3.315881622314453,2.32884964420439,1.697731390625
406,I061_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.857145,17.260368,0.0,0.0,7.151206,18.287785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.577863,16.420015,0.0,0.0,9.338872,17.257411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.5515625,220.997392578125,65.48070891203703,27.624674072265623,14.143833125,8.185088614004629,5.154458135932945,3.453084259033203,2.425211441186557,1.767979140625
407,I061_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.891501,20.112258,0.0,0.0,20.063753,19.041862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.182772,19.322933,0.0,0.0,18.804127,17.650276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.0710625,300.91695703125,89.16057986111112,37.61461962890625,19.25868525,11.14507248263889,7.0184713010204085,4.701827453613281,3.302243698559671,2.40733565625
408,I062_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.134614,27.638756,0.0,0.0,34.794233,34.703772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.591891,20.330012,0.0,0.0,26.525027,20.47608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.11653125,337.301009765625,123.42804398148148,52.29355102539063,26.774298125,15.49438548900463,9.757397275874636,6.536693878173828,4.590929033779149,3.346787265625
409,I062_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.852314,39.662752,0.0,0.0,31.099079,36.85489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.309498,22.632934,0.0,0.0,25.202442,19.02503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885.27425,287.82793359375,117.27434085648149,58.99388159179688,30.204867375,17.479668619791667,11.007604728498542,7.37423519897461,5.1791610725308646,3.775608421875
410,I062_3,2.0,0.0,0.0,0.0,0.0,0.0,3.013416,0.0,0.0,0.0,5.026219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32874,0.0,0.0,0.0,34.44184,7.991197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.361346,0.0,0.0,46.448278,48.895633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.761395,0.0,0.0,0.0,14.51696,10.113758,0.0,0.0,0.0,0.0,0.0,153.384921875,73.02656640625,41.50988657407407,29.608040283203124,18.18337925,12.071033854166666,8.264490342565598,5.642663024902344,3.963022590877915,2.88904346875
411,I062_4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.478249,35.44559,0.0,0.0,40.271054,33.430958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.777008,34.395162,0.0,0.0,32.327505,36.536069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1485.68065625,542.467564453125,162.9986082175926,68.76503784179687,35.207699375,20.374826027199074,12.83079423287172,8.595629730224609,6.036985489540466,4.400962421875
412,I063_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.012777,34.218843,0.0,0.0,21.870099,22.892738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.037006,40.670348,0.0,0.0,28.593693,30.14474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.800328125,320.07596875,131.9346087962963,62.1192001953125,31.8050305,18.40568894675926,11.590754555393586,7.764900024414063,5.4535374657064475,3.9756288125
413,I063_2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.449564,70.931554,0.0,0.0,41.144745,47.910431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.773456,0.0,0.0,0.0,40.945724,14.278116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.211390625,175.32031640625,108.21263831018518,61.735181640625,36.17919875,20.93703631365741,13.184839194606415,8.83281219482422,6.20356631515775,4.52239984375
414,I063_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.434004,34.490891,0.0,0.0,23.66358,24.099931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.880597,37.499651,0.0,0.0,30.30618,41.643513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935.26153125,475.756482421875,148.7374693287037,62.74861987304688,32.127293375,18.592183666087962,11.70819729409621,7.84357748413086,5.508795160322359,4.015911671875
415,I063_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.008518,6.711616,0.0,0.0,10.011305,8.341365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.155774,9.610819,0.0,0.0,8.218142,5.888356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.685109375,108.9009921875,36.427022569444446,15.367650146484374,7.868236875,4.553377821180556,2.867433263483965,1.9209562683105468,1.349148984053498,0.983529609375
416,I063_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.901458,35.441978,0.0,0.0,7.944096,13.407158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.052001,9.289745,0.0,0.0,34.667025,47.836889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522.67365625,416.602330078125,123.57659143518518,52.13387451171875,26.69254375,15.447073929398147,9.727603407434403,6.516734313964844,4.576910793895747,3.33656796875
417,I063_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.747301,27.024936,0.0,0.0,15.946145,14.803928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.870176,18.408054,0.0,0.0,4.996594,2.89174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834.56471875,255.730556640625,81.4171724537037,34.34786962890625,17.58610925,10.177146556712962,6.408931942419825,4.293483703613282,3.0154508316186557,2.19826365625
418,I063_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.363442,28.722593,0.0,0.0,20.593945,29.600302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.125456,31.550847,0.0,0.0,36.311601,29.762073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.078796875,286.116439453125,115.61478356481481,57.62457495117187,29.503782375,17.073948133680556,10.75210727951895,7.203071868896484,5.058947595164609,3.687972796875
419,I064_1,0.0,0.0,0.0,0.0,0.0,0.0,0.127018,6.678103,0.0,0.0,0.0,1.389829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.203702,119.86491,0.0,0.0,2.278711,68.288922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.705823,2.992601,0.0,0.0,0.638197,104.185289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.641396,13.247624,0.0,0.0,0.0,0.0,0.0,164.40309375,91.476794921875,81.40115393518519,66.21352197265625,46.144769375,28.301658347800927,17.822618668002914,11.939762115478516,8.38567654749657,6.113158203125
420,I064_2,0.0,0.0,0.0,0.0,0.0,0.0,10.893474,10.887786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.723359,143.831888,52.191853,0.0,2.045299,42.311916,2.644709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.598997,83.238581,28.581923,0.0,10.526682,183.766338,114.598512,8.009362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.164128,0.104213,0.0,0.0,7.727448,5.029388,0.974077,0.0,0.0,0.0,0.0,580.908359375,314.101294921875,191.23772569444444,121.61592016601563,81.395715,51.85546390335648,32.65533586916909,21.876523834228514,15.36458189729081,11.200780203125
421,I064_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.643384,10.791889,0.0,0.0,6.138214,6.285093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.923393,3.493928,0.0,0.0,12.582628,14.038893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.358828125,135.2351875,42.186008101851854,17.79722216796875,9.11217775,5.273251012731482,3.3207644861516035,2.224652770996094,1.5624447445130316,1.13902221875
422,I064_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.844563,0.082078,0.0,0.0,8.117721,26.133208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.312077,6.205418,0.0,0.0,11.505379,31.054486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.8010625,89.002013671875,42.39179050925926,24.511090576171874,12.65686625,7.324575376157408,4.612560586734694,3.090055236816406,2.170244555898491,1.58210828125
423,I064_5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62889,63.455344,22.444567,0.012824,0.0,17.205022,75.019357,0.713201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67849,74.059826,16.19687,0.0,0.0,20.072889,59.993379,0.711101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1086.151,273.350630859375,121.20396122685185,68.08463208007812,43.55590675,25.404496527777777,15.998166909620991,10.71752197265625,7.5272582304526745,5.48737125
424,I064_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.985862,39.195049,0.0,0.0,25.795834,62.431767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.920203,30.936082,0.0,0.0,27.607163,60.939532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.781921875,248.640078125,115.2792644675926,61.93514013671875,32.1014365,18.57722019675926,11.698774234693877,7.8372647705078125,5.504361539780521,4.0126795625
